Source Name,Source Type,Tier 1,Tier 2,Tier 3,Population Index,overlap_uniques
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Content Sharers,Food & Drink,,0.72,34
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Content Sharers,Health & Fitness,,1.63,45
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Content Sharers,Hobbies & Interests,,1.04,20
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Content Sharers,Home & Garden,,2.02,22
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Content Sharers,"Law, Gov't and Politics",,0.3,10
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Content Sharers,Personal Finance,,1.78,19
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Content Sharers,Religion & Spirituality,,0.2,3
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Content Sharers,Shopping,,0.76,36
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Content Sharers,Sports,,1.89,28
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Content Sharers,Technology & Computing,,1.1,32
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Content Sharers,Travel,,0.46,11
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Engagers,Arts & Entertainment,,0.91,369
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Engagers,Automotive,,0.73,43
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Engagers,Business,,1.72,374
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Engagers,Education,,0.72,105
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Engagers,Family & Parenting,,0.31,42
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Engagers,Food & Drink,,1.72,547
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Engagers,Health & Fitness,,1.08,190
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Engagers,Hobbies & Interests,,0.87,118
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Engagers,Home & Garden,,2.71,439
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Engagers,"Law, Gov't and Politics",,0.62,112
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Engagers,News,,0.77,32
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Engagers,Personal Finance,,1.7,112
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Engagers,Pets,,0.87,58
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Engagers,Real Estate,,1.73,71
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Engagers,Religion & Spirituality,,0.48,28
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Engagers,Science,,0.36,13
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Engagers,Shopping,,1.41,395
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Engagers,Society,,0.88,47
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Engagers,Sports,,1.07,280
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Engagers,Style & Fashion,,1.05,24
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Engagers,Technology & Computing,,0.84,139
#ADV#Sky#Entertainment##UK#HP#Now TV Movies - 13680,Pixel-Firings,Engagers,Travel,,0.93,136
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Age,18 - 24,0.86,"1,919"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Age,25 - 34,1.97,"6,352"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Age,35 - 44,2.16,"5,133"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Age,45 - 54,2.14,"3,664"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Age,55 - 64,1.85,"2,907"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Age,65+,1.64,"3,800"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Education,Other,1.97,"4,597"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Education,Post Grad,1.2,"4,755"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Education,Secondary,1.06,"2,467"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Education,University,1.46,"5,899"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Education,Vocational,2.13,"3,328"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Employment Status,Employed,2.11,"10,483"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Employment Status,Student,1,"5,268"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Employment Status,Unemployed,1.92,"1,611"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Gender,Female,0.83,"6,568"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Gender,Male,1.51,"12,080"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Relationship Status,Co-habiting,0.88,752
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Relationship Status,Married,1.74,"10,805"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Relationship Status,Single,0.94,"7,194"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Social Class,AB,0.74,"2,602"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Social Class,C1,0.63,"1,428"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Social Class,C2,0.9,"1,607"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Social Class,D,1.74,"1,956"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Demographics,Social Class,E,2.64,41
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Site Visitors,Automotive,,1.03,"1,574"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Site Visitors,Education,,1.17,"2,730"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Site Visitors,Family & Parenting,,1.42,"1,077"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Site Visitors,Food & Drink,,1.19,"4,039"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Site Visitors,Health & Fitness,,1.77,"4,835"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Site Visitors,Hobbies & Interests,,1.75,"4,718"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Site Visitors,Home & Garden,,2.11,"3,047"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Site Visitors,"Law, Gov't and Politics",,1,"3,109"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Site Visitors,News,,1.43,"1,187"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Site Visitors,Personal Finance,,2.58,"3,245"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Site Visitors,Pets,,1.05,859
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Site Visitors,Real Estate,,1.94,"1,064"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Site Visitors,Religion & Spirituality,,1.03,934
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Site Visitors,Science,,1.53,712
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Site Visitors,Shopping,,1.42,"6,617"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Site Visitors,Society,,1.58,"1,380"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Site Visitors,Sports,,3.25,"8,799"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Site Visitors,Style & Fashion,,1.91,"1,272"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Site Visitors,Technology & Computing,,1.64,"5,928"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Site Visitors,Travel,,1.71,"4,358"
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Content Sharers,Arts & Entertainment,,1.11,71
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Content Sharers,Business,,1.36,44
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Content Sharers,Education,,0.7,17
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Content Sharers,Food & Drink,,0.62,27
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Content Sharers,Health & Fitness,,0.98,25
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Content Sharers,Hobbies & Interests,,1.24,22
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Content Sharers,Home & Garden,,0.8,8
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Content Sharers,"Law, Gov't and Politics",,0.48,15
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Content Sharers,Personal Finance,,1.63,16
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Content Sharers,Religion & Spirituality,,0.22,3
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Content Sharers,Shopping,,0.77,34
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Content Sharers,Sports,,5.25,72
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Content Sharers,Technology & Computing,,1.6,43
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Content Sharers,Travel,,0.73,16
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Engagers,Arts & Entertainment,,1.06,454
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Engagers,Automotive,,0.84,52
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Engagers,Business,,1.3,297
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Engagers,Education,,0.96,147
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Engagers,Family & Parenting,,0.3,43
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Engagers,Food & Drink,,1.37,457
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Engagers,Health & Fitness,,0.73,135
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Engagers,Hobbies & Interests,,1.13,161
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Engagers,Home & Garden,,1.88,320
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Engagers,"Law, Gov't and Politics",,0.79,150
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Engagers,News,,1.15,50
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Engagers,Personal Finance,,1.45,100
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Engagers,Pets,,0.68,48
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Engagers,Real Estate,,1.18,51
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Engagers,Religion & Spirituality,,0.74,46
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Engagers,Science,,0.53,20
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Engagers,Shopping,,1.46,430
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Engagers,Society,,0.92,52
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Engagers,Sports,,2.31,640
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Engagers,Style & Fashion,,0.66,16
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Engagers,Technology & Computing,,0.63,109
#ADV#Sky#Entertainment##UK#HP#Now TV Sport - 13679,Pixel-Firings,Engagers,Travel,,0.96,148
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Age,18 - 24,0.74,"3,505"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Age,25 - 34,1.56,"10,607"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Age,35 - 44,2.05,"10,233"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Age,45 - 54,1.9,"6,837"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Age,55 - 64,1.58,"5,241"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Age,65+,1.65,"8,000"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Education,Other,1.57,"7,720"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Education,Post Grad,1.52,"12,713"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Education,Secondary,0.87,"4,238"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Education,University,1.59,"13,510"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Education,Vocational,1.8,"5,929"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Employment Status,Employed,1.95,"20,386"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Employment Status,Student,0.93,"10,236"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Employment Status,Unemployed,0.92,"1,616"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Gender,Female,0.73,"12,158"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Gender,Male,1.52,"25,568"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Relationship Status,Co-habiting,1,"1,791"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Relationship Status,Married,1.63,"21,259"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Relationship Status,Single,0.93,"15,067"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Social Class,AB,1.07,"7,926"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Social Class,C1,0.84,"4,013"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Social Class,C2,0.91,"3,410"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Social Class,D,1.19,"2,815"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Demographics,Social Class,E,1.38,45
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Site Visitors,Automotive,,1.14,"6,518"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Site Visitors,Education,,1.13,"9,744"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Site Visitors,Family & Parenting,,0.94,"2,647"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Site Visitors,Food & Drink,,0.64,"8,094"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Site Visitors,Health & Fitness,,1.21,"12,320"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Site Visitors,Hobbies & Interests,,3.01,"30,188"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Site Visitors,Home & Garden,,1.19,"6,400"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Site Visitors,"Law, Gov't and Politics",,0.99,"11,451"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Site Visitors,News,,2.37,"7,293"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Site Visitors,Personal Finance,,1.25,"5,866"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Site Visitors,Pets,,0.7,"2,115"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Site Visitors,Real Estate,,0.78,"1,596"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Site Visitors,Religion & Spirituality,,12.55,"42,492"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Site Visitors,Science,,2.23,"3,854"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Site Visitors,Shopping,,0.9,"15,707"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Site Visitors,Society,,1.36,"4,409"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Site Visitors,Sports,,4.66,"47,014"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Site Visitors,Style & Fashion,,0.98,"2,434"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Site Visitors,Technology & Computing,,1.85,"24,979"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Site Visitors,Travel,,3.11,"29,552"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Content Sharers,Arts & Entertainment,,0.68,187
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Content Sharers,Automotive,,1.36,28
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Content Sharers,Business,,1.22,171
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Content Sharers,Education,,0.65,68
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Content Sharers,Family & Parenting,,0.84,23
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Content Sharers,Food & Drink,,0.41,78
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Content Sharers,Health & Fitness,,0.83,92
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Content Sharers,Hobbies & Interests,,4.93,379
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Content Sharers,Home & Garden,,0.71,31
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Content Sharers,"Law, Gov't and Politics",,0.52,70
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Content Sharers,News,,2.33,32
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Content Sharers,Personal Finance,,0.99,42
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Content Sharers,Pets,,0.43,13
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Content Sharers,Real Estate,,0.53,8
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Content Sharers,Religion & Spirituality,,0.73,43
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Content Sharers,Science,,0.98,16
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Content Sharers,Shopping,,0.56,107
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Content Sharers,Society,,0.84,26
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Content Sharers,Sports,,6.71,397
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Content Sharers,Style & Fashion,,0.66,9
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Content Sharers,Technology & Computing,,0.79,91
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Content Sharers,Travel,,1.84,174
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Engagers,Arts & Entertainment,,1.05,"4,850"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Engagers,Automotive,,0.39,263
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Engagers,Business,,0.59,"1,443"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Engagers,Education,,0.21,351
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Engagers,Family & Parenting,,0.05,82
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Engagers,Food & Drink,,0.23,817
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Engagers,Health & Fitness,,0.25,497
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Engagers,Hobbies & Interests,,1.82,"2,789"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Engagers,Home & Garden,,0.22,400
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Engagers,"Law, Gov't and Politics",,0.66,"1,353"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Engagers,News,,0.39,182
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Engagers,Personal Finance,,0.33,247
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Engagers,Pets,,0.11,80
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Engagers,Real Estate,,0.16,72
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Engagers,Religion & Spirituality,,18.02,"12,036"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Engagers,Science,,2.21,906
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Engagers,Shopping,,0.27,854
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Engagers,Society,,0.43,264
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Engagers,Sports,,3.7,"11,030"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Engagers,Style & Fashion,,0.17,45
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Engagers,Technology & Computing,,2.25,"4,232"
#ADV#TeamSky#Entertainment##UK#HP#PB# - 16981,Pixel-Firings,Engagers,Travel,,2.21,"3,680"
ACCA - 3634,Repost-api-account,Demographics,Age,18 - 24,1.85,75
ACCA - 3634,Repost-api-account,Demographics,Age,25 - 34,3.31,193
ACCA - 3634,Repost-api-account,Demographics,Age,35 - 44,3.18,136
ACCA - 3634,Repost-api-account,Demographics,Age,45 - 54,1.62,50
ACCA - 3634,Repost-api-account,Demographics,Age,55 - 64,0.95,27
ACCA - 3634,Repost-api-account,Demographics,Age,65+,1.13,47
ACCA - 3634,Repost-api-account,Demographics,Education,Other,1.42,60
ACCA - 3634,Repost-api-account,Demographics,Education,Post Grad,2.41,173
ACCA - 3634,Repost-api-account,Demographics,Education,Secondary,0.64,27
ACCA - 3634,Repost-api-account,Demographics,Education,University,2.88,210
ACCA - 3634,Repost-api-account,Demographics,Education,Vocational,1.03,29
ACCA - 3634,Repost-api-account,Demographics,Employment Status,Employed,2.48,222
ACCA - 3634,Repost-api-account,Demographics,Employment Status,Student,1.26,120
ACCA - 3634,Repost-api-account,Demographics,Employment Status,Unemployed,1.52,23
ACCA - 3634,Repost-api-account,Demographics,Gender,Female,0.94,134
ACCA - 3634,Repost-api-account,Demographics,Gender,Male,1.46,211
ACCA - 3634,Repost-api-account,Demographics,Relationship Status,Co-habiting,1.63,25
ACCA - 3634,Repost-api-account,Demographics,Relationship Status,Married,1.5,168
ACCA - 3634,Repost-api-account,Demographics,Relationship Status,Single,1.14,158
ACCA - 3634,Repost-api-account,Demographics,Social Class,AB,1.02,65
ACCA - 3634,Repost-api-account,Demographics,Social Class,C1,0.83,34
ACCA - 3634,Repost-api-account,Demographics,Social Class,C2,1.03,33
ACCA - 3634,Repost-api-account,Demographics,Social Class,D,2.61,53
ACCA - 3634,Repost-api-account,Site Visitors,Automotive,,0.85,40
ACCA - 3634,Repost-api-account,Site Visitors,Education,,1.63,116
ACCA - 3634,Repost-api-account,Site Visitors,Family & Parenting,,2.5,58
ACCA - 3634,Repost-api-account,Site Visitors,Food & Drink,,0.87,90
ACCA - 3634,Repost-api-account,Site Visitors,Health & Fitness,,1.71,143
ACCA - 3634,Repost-api-account,Site Visitors,Hobbies & Interests,,1.18,97
ACCA - 3634,Repost-api-account,Site Visitors,Home & Garden,,1.81,80
ACCA - 3634,Repost-api-account,Site Visitors,"Law, Gov't and Politics",,1.06,100
ACCA - 3634,Repost-api-account,Site Visitors,News,,1.11,28
ACCA - 3634,Repost-api-account,Site Visitors,Personal Finance,,2.03,78
ACCA - 3634,Repost-api-account,Site Visitors,Pets,,0.92,23
ACCA - 3634,Repost-api-account,Site Visitors,Real Estate,,1.79,30
ACCA - 3634,Repost-api-account,Site Visitors,Religion & Spirituality,,1.15,32
ACCA - 3634,Repost-api-account,Site Visitors,Science,,1.62,23
ACCA - 3634,Repost-api-account,Site Visitors,Shopping,,1.4,200
