Pixel Name,Device,Platform,Date,Users,Pixel Firings,Day
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,01-Apr-16,28,33,Friday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,02-Apr-16,23,31,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,03-Apr-16,24,31,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,04-Apr-16,20,40,Monday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,05-Apr-16,13,16,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,06-Apr-16,9,10,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,07-Apr-16,38,46,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,08-Apr-16,20,21,Friday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,09-Apr-16,27,29,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,10-Apr-16,25,31,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,11-Apr-16,23,31,Monday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,12-Apr-16,24,24,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,13-Apr-16,25,25,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,14-Apr-16,23,27,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,15-Apr-16,18,20,Friday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,16-Apr-16,22,24,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,17-Apr-16,26,33,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,18-Apr-16,20,24,Monday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,19-Apr-16,16,19,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,20-Apr-16,16,23,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,21-Apr-16,149,182,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,22-Apr-16,117,133,Friday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,23-Apr-16,53,66,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,24-Apr-16,45,55,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,25-Apr-16,189,214,Monday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,26-Apr-16,65,71,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,27-Apr-16,62,72,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,28-Apr-16,35,38,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,29-Apr-16,25,27,Friday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,30-Apr-16,36,41,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,01-May-16,41,44,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,02-May-16,47,51,Monday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,03-May-16,26,28,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,04-May-16,43,49,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,05-May-16,39,45,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,07-May-16,26,26,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,08-May-16,19,19,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,09-May-16,23,31,Monday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,10-May-16,17,17,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,11-May-16,33,34,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,12-May-16,36,39,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,13-May-16,34,41,Friday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,14-May-16,58,67,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,15-May-16,56,75,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,16-May-16,44,50,Monday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,17-May-16,43,59,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,18-May-16,40,46,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,19-May-16,40,48,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,20-May-16,47,58,Friday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,21-May-16,46,55,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,22-May-16,49,58,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,23-May-16,36,43,Monday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,24-May-16,37,43,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,25-May-16,26,30,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,26-May-16,29,32,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,27-May-16,32,45,Friday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,28-May-16,46,52,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,29-May-16,55,65,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,30-May-16,44,51,Monday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,31-May-16,47,52,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,01-Jun-16,40,49,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,02-Jun-16,73,79,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,03-Jun-16,83,117,Friday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,04-Jun-16,78,91,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,05-Jun-16,67,80,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,06-Jun-16,50,57,Monday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,07-Jun-16,39,43,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,08-Jun-16,65,84,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,09-Jun-16,65,70,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,10-Jun-16,48,53,Friday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,11-Jun-16,89,98,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,12-Jun-16,53,63,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,13-Jun-16,49,57,Monday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,14-Jun-16,36,45,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,15-Jun-16,51,54,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,16-Jun-16,57,66,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,17-Jun-16,64,76,Friday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,18-Jun-16,73,77,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,19-Jun-16,61,76,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,20-Jun-16,37,39,Monday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,21-Jun-16,47,48,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,22-Jun-16,34,41,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,23-Jun-16,46,50,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,24-Jun-16,33,41,Friday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,25-Jun-16,36,40,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,26-Jun-16,58,68,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,27-Jun-16,58,74,Monday
#ADV#Sky Ride#Sports#Cycling#UK#CP#,Android - Phone,Mobile,28-Jun-16,53,64,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,01-Apr-16,139,189,Friday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,02-Apr-16,147,201,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,03-Apr-16,173,225,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,04-Apr-16,117,150,Monday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,05-Apr-16,116,148,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,06-Apr-16,101,124,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,07-Apr-16,141,166,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,08-Apr-16,114,143,Friday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,09-Apr-16,156,187,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,10-Apr-16,169,206,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,11-Apr-16,108,136,Monday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,12-Apr-16,99,118,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,13-Apr-16,111,138,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,14-Apr-16,86,98,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,15-Apr-16,114,148,Friday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,16-Apr-16,133,174,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,17-Apr-16,124,157,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,18-Apr-16,126,155,Monday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,19-Apr-16,109,137,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,20-Apr-16,104,123,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,21-Apr-16,205,274,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,22-Apr-16,148,202,Friday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,23-Apr-16,167,223,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,24-Apr-16,192,251,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,25-Apr-16,280,376,Monday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,26-Apr-16,166,207,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,27-Apr-16,206,250,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,28-Apr-16,234,265,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,29-Apr-16,126,160,Friday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,30-Apr-16,163,201,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,01-May-16,165,218,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,02-May-16,168,196,Monday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,03-May-16,144,186,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,04-May-16,118,143,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,05-May-16,167,213,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,07-May-16,106,143,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,08-May-16,133,168,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,09-May-16,100,127,Monday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,10-May-16,95,114,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,11-May-16,119,188,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,12-May-16,109,130,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,13-May-16,111,136,Friday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,14-May-16,187,251,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,15-May-16,199,257,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,16-May-16,172,219,Monday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,17-May-16,125,159,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,18-May-16,137,196,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,19-May-16,103,155,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,20-May-16,136,189,Friday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,21-May-16,169,229,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,22-May-16,155,209,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,23-May-16,116,155,Monday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,24-May-16,120,157,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,25-May-16,120,173,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,26-May-16,108,140,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,27-May-16,189,223,Friday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,28-May-16,233,269,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,29-May-16,215,282,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,30-May-16,183,224,Monday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,31-May-16,185,233,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,01-Jun-16,208,273,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,02-Jun-16,200,250,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,03-Jun-16,254,330,Friday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,04-Jun-16,315,393,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,05-Jun-16,350,441,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,06-Jun-16,281,351,Monday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,07-Jun-16,284,347,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,08-Jun-16,234,294,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,09-Jun-16,391,496,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,10-Jun-16,222,294,Friday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,11-Jun-16,296,390,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,12-Jun-16,381,491,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,13-Jun-16,307,374,Monday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,14-Jun-16,281,328,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,15-Jun-16,240,287,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,16-Jun-16,253,298,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,17-Jun-16,261,321,Friday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,18-Jun-16,247,308,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,19-Jun-16,485,613,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,20-Jun-16,176,241,Monday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,21-Jun-16,189,238,Tuesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,22-Jun-16,137,165,Wednesday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,23-Jun-16,140,184,Thursday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,24-Jun-16,122,153,Friday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,25-Jun-16,189,240,Saturday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,26-Jun-16,437,536,Sunday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,27-Jun-16,304,360,Monday
#ADV#Sky Ride#Sports#Cycling#UK#HP#,Android - Phone,Mobile,28-Jun-16,236,264,Tuesday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,01-Apr-16,4,14,Friday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,02-Apr-16,7,11,Saturday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,03-Apr-16,3,5,Sunday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,05-Apr-16,4,4,Tuesday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,06-Apr-16,2,2,Wednesday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,07-Apr-16,4,4,Thursday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,08-Apr-16,5,7,Friday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,09-Apr-16,4,4,Saturday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,10-Apr-16,9,11,Sunday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,11-Apr-16,6,7,Monday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,12-Apr-16,2,2,Tuesday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,14-Apr-16,3,4,Thursday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,15-Apr-16,4,7,Friday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,16-Apr-16,4,5,Saturday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,17-Apr-16,7,9,Sunday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,18-Apr-16,4,5,Monday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,19-Apr-16,3,4,Tuesday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,20-Apr-16,1,1,Wednesday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,21-Apr-16,3,5,Thursday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,22-Apr-16,5,5,Friday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,23-Apr-16,2,3,Saturday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,24-Apr-16,5,7,Sunday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,25-Apr-16,9,9,Monday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,26-Apr-16,2,2,Tuesday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,27-Apr-16,1,2,Wednesday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,28-Apr-16,3,3,Thursday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,29-Apr-16,3,3,Friday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,30-Apr-16,1,1,Saturday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,01-May-16,2,2,Sunday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,03-May-16,1,1,Tuesday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,04-May-16,1,1,Wednesday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,05-May-16,1,1,Thursday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,07-May-16,2,2,Saturday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,09-May-16,1,1,Monday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,10-May-16,1,1,Tuesday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,11-May-16,1,1,Wednesday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,12-May-16,2,2,Thursday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,13-May-16,1,3,Friday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,16-May-16,1,1,Monday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,17-May-16,3,3,Tuesday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,18-May-16,2,2,Wednesday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,19-May-16,1,1,Thursday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,21-May-16,2,2,Saturday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,22-May-16,4,5,Sunday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,23-May-16,2,2,Monday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,24-May-16,1,9,Tuesday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,25-May-16,2,2,Wednesday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,28-May-16,5,5,Saturday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,29-May-16,1,1,Sunday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,30-May-16,2,2,Monday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,31-May-16,2,2,Tuesday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,01-Jun-16,3,3,Wednesday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,02-Jun-16,3,3,Thursday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,04-Jun-16,1,1,Saturday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,05-Jun-16,3,4,Sunday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,06-Jun-16,2,2,Monday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,09-Jun-16,2,2,Thursday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,10-Jun-16,1,1,Friday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,11-Jun-16,4,5,Saturday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,12-Jun-16,2,2,Sunday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,14-Jun-16,3,3,Tuesday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,15-Jun-16,1,1,Wednesday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,17-Jun-16,1,1,Friday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,18-Jun-16,1,1,Saturday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,19-Jun-16,1,1,Sunday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,20-Jun-16,2,3,Monday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,24-Jun-16,3,4,Friday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,25-Jun-16,3,3,Saturday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,26-Jun-16,2,2,Sunday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,27-Jun-16,2,2,Monday
#ADV#Sky#Entertainment##UK#HP#Now TV Box,Android - Phone,Mobile,28-Jun-16,4,4,Tuesday
