Publisher,Publisher Key,Device,Date,Views,Shares,Clickbacks
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iPad,16-Jul-16,70,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iPad,17-Jul-16,159,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iPad,18-Jul-16,218,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iPad,19-Jul-16,201,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iPad,20-Jul-16,46,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iPad,21-Jul-16,108,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iPad,22-Jul-16,129,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iPad,23-Jul-16,116,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iPad,24-Jul-16,134,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iPad,25-Jul-16,131,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,28-Apr-16,290,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,29-Apr-16,364,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,30-Apr-16,681,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,01-May-16,476,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,02-May-16,720,2,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,03-May-16,708,1,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,04-May-16,746,3,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,05-May-16,980,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,06-May-16,"1,502",1,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,07-May-16,"1,684",0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,08-May-16,470,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,09-May-16,274,1,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,10-May-16,290,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,11-May-16,255,1,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,12-May-16,223,1,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,13-May-16,317,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,14-May-16,354,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,15-May-16,446,1,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,16-May-16,326,1,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,17-May-16,348,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,18-May-16,270,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,19-May-16,236,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,20-May-16,275,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,21-May-16,577,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,22-May-16,"1,001",0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,23-May-16,268,1,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,24-May-16,229,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,25-May-16,252,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,26-May-16,131,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,27-May-16,160,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,28-May-16,243,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,29-May-16,275,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,30-May-16,368,1,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,31-May-16,425,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,01-Jun-16,487,2,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,02-Jun-16,190,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,03-Jun-16,202,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,04-Jun-16,373,1,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,05-Jun-16,210,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,06-Jun-16,322,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,07-Jun-16,253,3,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,08-Jun-16,584,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,09-Jun-16,523,1,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,10-Jun-16,218,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,11-Jun-16,192,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,12-Jun-16,377,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,13-Jun-16,455,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,14-Jun-16,223,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,15-Jun-16,243,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,16-Jun-16,167,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,17-Jun-16,218,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,18-Jun-16,224,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,19-Jun-16,286,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,20-Jun-16,208,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,21-Jun-16,134,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,22-Jun-16,220,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,23-Jun-16,302,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,24-Jun-16,189,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,25-Jun-16,307,2,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,26-Jun-16,336,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,27-Jun-16,284,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,28-Jun-16,341,5,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,29-Jun-16,433,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,30-Jun-16,399,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,01-Jul-16,586,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,02-Jul-16,"1,151",1,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,03-Jul-16,326,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,04-Jul-16,145,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,05-Jul-16,174,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,06-Jul-16,193,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,07-Jul-16,222,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,08-Jul-16,173,1,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,09-Jul-16,183,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,10-Jul-16,225,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,11-Jul-16,285,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,12-Jul-16,224,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,13-Jul-16,345,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,14-Jul-16,396,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,15-Jul-16,388,1,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,16-Jul-16,222,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,17-Jul-16,170,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,18-Jul-16,223,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,19-Jul-16,418,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,20-Jul-16,136,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,21-Jul-16,108,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,22-Jul-16,163,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,23-Jul-16,196,1,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,24-Jul-16,295,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,iphone,25-Jul-16,218,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,28-Apr-16,2,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,29-Apr-16,1,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,30-Apr-16,5,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,04-May-16,4,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,05-May-16,11,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,06-May-16,21,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,07-May-16,2,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,08-May-16,3,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,12-May-16,2,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,15-May-16,1,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,16-May-16,7,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,17-May-16,14,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,20-May-16,3,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,21-May-16,2,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,22-May-16,6,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,23-May-16,1,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,26-May-16,1,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,28-May-16,3,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,29-May-16,6,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,30-May-16,18,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,31-May-16,5,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,01-Jun-16,7,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,02-Jun-16,1,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,03-Jun-16,8,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,05-Jun-16,2,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,06-Jun-16,5,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,07-Jun-16,1,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,08-Jun-16,16,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,09-Jun-16,5,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,10-Jun-16,7,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,11-Jun-16,3,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,12-Jun-16,4,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,14-Jun-16,6,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,18-Jun-16,11,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,19-Jun-16,3,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,20-Jun-16,5,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,21-Jun-16,7,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,22-Jun-16,7,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,23-Jun-16,2,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,27-Jun-16,1,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,28-Jun-16,2,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,01-Jul-16,10,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,03-Jul-16,1,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,04-Jul-16,4,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,06-Jul-16,5,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,07-Jul-16,1,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,08-Jul-16,20,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,09-Jul-16,10,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,10-Jul-16,3,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,12-Jul-16,2,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,13-Jul-16,22,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,15-Jul-16,6,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Other,19-Jul-16,3,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,29-Apr-16,19,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,30-Apr-16,4,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,01-May-16,2,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,02-May-16,6,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,03-May-16,2,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,04-May-16,5,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,05-May-16,5,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,06-May-16,18,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,07-May-16,2,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,08-May-16,1,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,11-May-16,2,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,13-May-16,3,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,15-May-16,2,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,16-May-16,8,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,18-May-16,3,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,19-May-16,6,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,22-May-16,5,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,23-May-16,1,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,24-May-16,2,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,27-May-16,2,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,31-May-16,3,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,01-Jun-16,3,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,02-Jun-16,2,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,05-Jun-16,3,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,06-Jun-16,6,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,07-Jun-16,2,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,10-Jun-16,1,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,13-Jun-16,2,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,14-Jun-16,5,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,15-Jun-16,2,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,16-Jun-16,3,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,17-Jun-16,1,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,23-Jun-16,2,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,24-Jun-16,10,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,25-Jun-16,8,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,27-Jun-16,10,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,29-Jun-16,6,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,30-Jun-16,6,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,02-Jul-16,23,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,03-Jul-16,4,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,04-Jul-16,1,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,07-Jul-16,5,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,09-Jul-16,6,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,10-Jul-16,1,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,13-Jul-16,2,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,16-Jul-16,4,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,19-Jul-16,1,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,24-Jul-16,1,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Phone,25-Jul-16,4,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Tablet,04-May-16,8,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Tablet,05-May-16,1,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Tablet,17-May-16,1,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Tablet,20-May-16,1,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Tablet,09-Jun-16,11,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Tablet,10-Jun-16,13,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Tablet,04-Jul-16,2,0,0
http://www.nottinghamracecourse.co.uk/,d7be7u8si8keh6lgoaov,Windows - Tablet,19-Jul-16,3,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,28-Apr-16,200,1,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,29-Apr-16,230,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,30-Apr-16,296,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,01-May-16,297,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,02-May-16,214,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,03-May-16,222,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,04-May-16,358,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,05-May-16,529,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,06-May-16,252,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,07-May-16,470,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,08-May-16,341,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,09-May-16,348,1,2
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,10-May-16,309,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,11-May-16,238,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,12-May-16,300,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,13-May-16,269,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,14-May-16,355,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,15-May-16,320,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,16-May-16,268,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,17-May-16,292,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,18-May-16,283,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,19-May-16,310,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,20-May-16,223,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,21-May-16,372,1,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,22-May-16,501,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,23-May-16,459,0,2
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,24-May-16,533,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,25-May-16,548,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,26-May-16,441,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,27-May-16,536,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,28-May-16,801,1,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,29-May-16,710,1,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,30-May-16,"1,123",1,4
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,31-May-16,"1,236",0,2
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,01-Jun-16,"1,860",1,1
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,02-Jun-16,"2,120",1,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,03-Jun-16,"3,990",1,2
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,04-Jun-16,"5,768",1,4
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,05-Jun-16,636,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,06-Jun-16,217,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,07-Jun-16,187,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,08-Jun-16,118,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,09-Jun-16,80,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,10-Jun-16,102,0,0
http://www.thejockeyclub.co.uk/,85fepbomuq3maul92ig5,Android - Phone,11-Jun-16,90,0,0
