Publisher,Publisher Key,Device,Date,Views,Shares,Clickbacks
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,28-Apr-16,21,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,29-Apr-16,23,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,30-Apr-16,23,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,01-May-16,35,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,02-May-16,35,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,03-May-16,37,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,04-May-16,22,1,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,05-May-16,30,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,06-May-16,19,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,07-May-16,24,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,08-May-16,25,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,09-May-16,38,1,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,10-May-16,23,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,11-May-16,40,1,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,12-May-16,38,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,13-May-16,31,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,14-May-16,26,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,15-May-16,26,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,16-May-16,24,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,17-May-16,29,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,18-May-16,30,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,19-May-16,23,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,20-May-16,32,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,21-May-16,24,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,22-May-16,22,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,23-May-16,26,1,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,24-May-16,22,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,25-May-16,51,1,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,26-May-16,39,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,27-May-16,40,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,28-May-16,23,1,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,29-May-16,16,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,30-May-16,24,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,31-May-16,25,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,01-Jun-16,20,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,02-Jun-16,26,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,03-Jun-16,26,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,04-Jun-16,30,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,05-Jun-16,30,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,06-Jun-16,32,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,07-Jun-16,46,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,08-Jun-16,35,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,09-Jun-16,28,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,10-Jun-16,33,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,11-Jun-16,22,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,12-Jun-16,43,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,13-Jun-16,28,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,14-Jun-16,31,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,15-Jun-16,23,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,16-Jun-16,40,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,17-Jun-16,36,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,18-Jun-16,17,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,19-Jun-16,26,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,20-Jun-16,46,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,21-Jun-16,29,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,22-Jun-16,21,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,23-Jun-16,32,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,24-Jun-16,24,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,25-Jun-16,19,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,26-Jun-16,21,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,27-Jun-16,31,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,28-Jun-16,40,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,29-Jun-16,45,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,30-Jun-16,34,0,3
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,01-Jul-16,34,0,7
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,02-Jul-16,36,0,3
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,03-Jul-16,26,0,1
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,04-Jul-16,60,0,15
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,05-Jul-16,32,0,8
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,06-Jul-16,52,0,9
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,07-Jul-16,46,0,3
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,08-Jul-16,80,2,15
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,09-Jul-16,32,0,2
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,10-Jul-16,36,0,6
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,11-Jul-16,38,0,5
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,12-Jul-16,37,0,5
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,13-Jul-16,130,0,17
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,14-Jul-16,419,0,57
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,15-Jul-16,700,4,84
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,16-Jul-16,788,3,93
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,17-Jul-16,965,2,135
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,18-Jul-16,"1,037",1,180
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,19-Jul-16,"1,024",1,190
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,20-Jul-16,591,0,170
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,21-Jul-16,319,0,119
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,22-Jul-16,286,1,79
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,23-Jul-16,218,0,62
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,24-Jul-16,241,0,62
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Phone,25-Jul-16,537,2,60
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,28-Apr-16,6,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,29-Apr-16,8,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,30-Apr-16,5,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,01-May-16,8,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,02-May-16,10,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,03-May-16,3,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,04-May-16,11,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,05-May-16,9,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,06-May-16,16,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,07-May-16,12,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,08-May-16,13,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,09-May-16,8,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,10-May-16,11,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,11-May-16,9,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,12-May-16,9,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,13-May-16,5,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,14-May-16,7,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,15-May-16,9,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,16-May-16,8,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,17-May-16,9,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,18-May-16,6,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,19-May-16,11,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,20-May-16,4,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,21-May-16,8,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,22-May-16,7,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,23-May-16,12,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,24-May-16,4,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,25-May-16,14,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,26-May-16,11,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,27-May-16,2,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,28-May-16,9,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,29-May-16,3,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,30-May-16,3,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,31-May-16,8,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,01-Jun-16,6,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,02-Jun-16,8,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,03-Jun-16,6,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,04-Jun-16,3,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,05-Jun-16,11,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,06-Jun-16,7,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,07-Jun-16,6,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,08-Jun-16,8,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,09-Jun-16,8,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,10-Jun-16,15,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,11-Jun-16,17,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,12-Jun-16,10,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,13-Jun-16,3,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,14-Jun-16,15,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,15-Jun-16,5,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,16-Jun-16,5,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,17-Jun-16,6,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,18-Jun-16,5,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,19-Jun-16,9,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,20-Jun-16,8,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,21-Jun-16,8,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,22-Jun-16,9,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,23-Jun-16,5,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,24-Jun-16,6,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,25-Jun-16,6,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,26-Jun-16,7,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,27-Jun-16,9,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,28-Jun-16,12,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,29-Jun-16,9,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,30-Jun-16,1,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,01-Jul-16,5,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,02-Jul-16,14,0,3
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,03-Jul-16,5,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,04-Jul-16,2,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,05-Jul-16,24,0,6
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,06-Jul-16,11,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,07-Jul-16,2,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,08-Jul-16,6,0,1
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,09-Jul-16,24,0,4
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,10-Jul-16,4,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,11-Jul-16,13,0,1
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,12-Jul-16,3,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,13-Jul-16,21,0,1
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,14-Jul-16,135,0,12
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,15-Jul-16,174,0,18
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,16-Jul-16,190,0,8
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,17-Jul-16,258,1,17
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,18-Jul-16,183,0,17
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,19-Jul-16,231,1,12
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,20-Jul-16,84,0,11
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,21-Jul-16,85,0,16
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,22-Jul-16,65,0,8
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,23-Jul-16,67,0,12
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,24-Jul-16,69,0,9
BIP - PHE,jljjpl2ufbbrhpkrdckn,Android - Tablet,25-Jul-16,112,0,7
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,28-Apr-16,100,1,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,29-Apr-16,119,1,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,30-Apr-16,25,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,01-May-16,44,5,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,02-May-16,28,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,03-May-16,161,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,04-May-16,164,3,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,05-May-16,170,4,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,06-May-16,65,4,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,07-May-16,24,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,08-May-16,28,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,09-May-16,95,2,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,10-May-16,114,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,11-May-16,169,4,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,12-May-16,160,3,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,13-May-16,115,2,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,14-May-16,36,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,15-May-16,32,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,16-May-16,138,6,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,17-May-16,135,4,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,18-May-16,253,1,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,19-May-16,140,1,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,20-May-16,138,1,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,21-May-16,26,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,22-May-16,45,1,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,23-May-16,174,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,24-May-16,48,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,25-May-16,44,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,26-May-16,43,1,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,27-May-16,49,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,28-May-16,20,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,29-May-16,27,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,30-May-16,25,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,31-May-16,84,1,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,01-Jun-16,73,7,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,02-Jun-16,78,7,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,03-Jun-16,75,1,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,04-Jun-16,17,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,05-Jun-16,22,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,06-Jun-16,79,2,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,07-Jun-16,82,2,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,08-Jun-16,230,5,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,09-Jun-16,212,5,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,10-Jun-16,137,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,11-Jun-16,18,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,12-Jun-16,40,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,13-Jun-16,223,8,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,14-Jun-16,114,1,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,15-Jun-16,50,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,16-Jun-16,147,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,17-Jun-16,163,1,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,18-Jun-16,34,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,19-Jun-16,25,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,20-Jun-16,124,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,21-Jun-16,274,1,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,22-Jun-16,99,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,23-Jun-16,89,3,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,24-Jun-16,55,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,25-Jun-16,16,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,26-Jun-16,34,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,27-Jun-16,116,3,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,28-Jun-16,143,9,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,29-Jun-16,150,1,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,30-Jun-16,162,3,3
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,01-Jul-16,169,5,52
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,02-Jul-16,29,0,4
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,03-Jul-16,31,0,5
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,04-Jul-16,338,10,99
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,05-Jul-16,200,8,69
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,06-Jul-16,239,3,114
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,07-Jul-16,372,23,114
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,08-Jul-16,192,26,54
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,09-Jul-16,25,0,2
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,10-Jul-16,23,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,11-Jul-16,217,45,44
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,12-Jul-16,193,12,23
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,13-Jul-16,425,38,108
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,14-Jul-16,709,20,160
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,15-Jul-16,490,14,100
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,16-Jul-16,160,1,21
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,17-Jul-16,201,0,27
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,18-Jul-16,422,10,71
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,19-Jul-16,443,8,61
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,20-Jul-16,436,8,60
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,21-Jul-16,337,11,57
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,22-Jul-16,358,6,59
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,23-Jul-16,138,2,13
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,24-Jul-16,199,1,27
BIP - PHE,jljjpl2ufbbrhpkrdckn,Desktop,25-Jul-16,548,11,96
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,28-Apr-16,18,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,29-Apr-16,13,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,30-Apr-16,15,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,01-May-16,16,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,02-May-16,18,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,03-May-16,17,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,04-May-16,20,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,05-May-16,26,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,06-May-16,22,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,07-May-16,13,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,08-May-16,11,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,09-May-16,14,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,10-May-16,18,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,11-May-16,12,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,12-May-16,16,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,13-May-16,22,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,14-May-16,14,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,15-May-16,12,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,16-May-16,6,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,17-May-16,20,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,18-May-16,10,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,19-May-16,19,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,20-May-16,9,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,21-May-16,14,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,22-May-16,6,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,23-May-16,18,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,24-May-16,17,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,25-May-16,17,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,26-May-16,9,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,27-May-16,7,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,28-May-16,8,0,0
BIP - PHE,jljjpl2ufbbrhpkrdckn,iPad,29-May-16,7,0,0
