Source Name,Source Type,Tier 1,Tier 2,Tier 3,Population Index,overlap_uniques
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Site Visitors,Shopping,,0.85,"2,623"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Site Visitors,Society,,0.79,455
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Site Visitors,Sports,,0.97,"1,741"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Site Visitors,Style & Fashion,,1.54,702
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Site Visitors,Technology & Computing,,0.57,"1,396"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Site Visitors,Travel,,7.96,"13,434"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Content Sharers,Arts & Entertainment,,0.44,19
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Content Sharers,Business,,0.88,19
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Content Sharers,Education,,0.25,4
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Content Sharers,Food & Drink,,0.48,15
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Content Sharers,Health & Fitness,,2.42,42
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Content Sharers,Hobbies & Interests,,0.8,10
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Content Sharers,"Law, Gov't and Politics",,1.49,31
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Content Sharers,Religion & Spirituality,,0.22,2
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Content Sharers,Shopping,,0.31,9
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Content Sharers,Technology & Computing,,0.28,5
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Content Sharers,Travel,,4.85,70
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Engagers,Arts & Entertainment,,0.14,98
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Engagers,Automotive,,0.18,18
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Engagers,Business,,0.24,89
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Engagers,Education,,0.24,63
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Engagers,Family & Parenting,,0.3,95
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Engagers,Food & Drink,,0.27,164
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Engagers,Health & Fitness,,0.9,283
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Engagers,Hobbies & Interests,,0.16,36
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Engagers,Home & Garden,,1.23,318
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Engagers,"Law, Gov't and Politics",,2.75,870
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Engagers,News,,0.14,10
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Engagers,Personal Finance,,0.81,81
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Engagers,Pets,,0.12,13
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Engagers,Real Estate,,0.15,10
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Engagers,Religion & Spirituality,,0.14,13
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Engagers,Science,,0.12,8
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Engagers,Shopping,,0.31,143
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Engagers,Society,,0.06,5
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Engagers,Sports,,0.17,79
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Engagers,Style & Fashion,,0.12,5
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Engagers,Technology & Computing,,0.09,26
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who Depends on You - 34782,Pixel-Firings,Engagers,Travel,,13.35,"3,315"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Age,18 - 24,1.05,928
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Age,25 - 34,1.46,"1,897"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Age,35 - 44,1.53,"1,495"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Age,45 - 54,2.39,"1,661"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Age,55 - 64,2.01,"1,268"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Age,65+,1.83,"1,677"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Education,> Other,2.59,"2,406"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Education,> Post Grad,1.28,"1,980"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Education,> Secondary,1.07,978
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Education,> University,1.61,"2,537"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Education,> Vocational,1.32,827
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Employment Status,Employed,1.82,"3,542"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Employment Status,Student,1.09,"2,230"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Employment Status,Unemployed,2.5,816
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Gender,Female,1.46,"4,500"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Gender,Male,0.86,"2,680"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Relationship Status,Co-habiting,0.78,269
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Relationship Status,Married,1.64,"3,967"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Relationship Status,Single,0.91,"2,704"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Social Class,AB,0.45,621
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Social Class,C1,0.62,542
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Social Class,C2,0.72,501
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Demographics,Social Class,D,1.69,773
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Site Visitors,Automotive,,0.31,334
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Site Visitors,Education,,0.75,"1,178"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Site Visitors,Family & Parenting,,2.24,"1,098"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Site Visitors,Food & Drink,,0.73,"1,845"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Site Visitors,Health & Fitness,,2.04,"4,015"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Site Visitors,Hobbies & Interests,,0.67,"1,325"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Site Visitors,Home & Garden,,3.43,"3,492"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Site Visitors,"Law, Gov't and Politics",,3.71,"8,132"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Site Visitors,News,,0.41,244
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Site Visitors,Personal Finance,,1.1,973
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Site Visitors,Pets,,0.65,384
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Site Visitors,Real Estate,,0.92,345
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Site Visitors,Religion & Spirituality,,0.43,265
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Site Visitors,Science,,0.66,207
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Site Visitors,Shopping,,0.85,"2,769"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Site Visitors,Society,,0.82,499
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Site Visitors,Sports,,0.97,"1,850"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Site Visitors,Style & Fashion,,1.55,750
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Site Visitors,Technology & Computing,,0.57,"1,484"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Site Visitors,Travel,,7.93,"14,183"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Content Sharers,Arts & Entertainment,,0.44,21
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Content Sharers,Business,,0.8,19
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Content Sharers,Education,,0.23,4
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Content Sharers,Food & Drink,,0.41,14
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Content Sharers,Health & Fitness,,2.42,46
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Content Sharers,Hobbies & Interests,,0.73,10
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Content Sharers,"Law, Gov't and Politics",,1.58,36
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Content Sharers,Religion & Spirituality,,0.3,3
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Content Sharers,Shopping,,0.37,12
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Content Sharers,Sports,,1.48,14
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Content Sharers,Technology & Computing,,0.26,5
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Content Sharers,Travel,,4.67,74
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Engagers,Arts & Entertainment,,0.14,102
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Engagers,Automotive,,0.17,18
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Engagers,Business,,0.25,96
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Engagers,Education,,0.24,67
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Engagers,Family & Parenting,,0.29,99
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Engagers,Food & Drink,,0.27,173
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Engagers,Health & Fitness,,0.92,308
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Engagers,Hobbies & Interests,,0.15,35
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Engagers,Home & Garden,,1.2,330
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Engagers,"Law, Gov't and Politics",,2.55,858
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Engagers,News,,0.12,9
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Engagers,Personal Finance,,0.88,93
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Engagers,Pets,,0.13,15
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Engagers,Real Estate,,0.16,12
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Engagers,Religion & Spirituality,,0.14,14
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Engagers,Science,,0.13,9
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Engagers,Shopping,,0.33,161
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Engagers,Society,,0.07,6
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Engagers,Sports,,0.17,85
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Engagers,Style & Fashion,,0.12,5
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Engagers,Technology & Computing,,0.1,30
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Who_CP - 34778,Pixel-Firings,Engagers,Travel,,13.48,"3,548"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Age,18 - 24,1.01,819
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Age,25 - 34,1.47,"1,752"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Age,35 - 44,1.53,"1,378"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Age,45 - 54,2.42,"1,546"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Age,55 - 64,2.05,"1,184"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Age,65+,1.85,"1,560"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Education,> Other,2.63,"2,236"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Education,> Post Grad,1.29,"1,836"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Education,> Secondary,1.01,847
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Education,> University,1.61,"2,336"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Education,> Vocational,1.33,767
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Employment Status,Employed,1.84,"3,279"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Employment Status,Student,1.06,"1,999"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Employment Status,Unemployed,2.59,775
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Gender,Female,1.46,"4,134"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Gender,Male,0.87,"2,487"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Relationship Status,Co-habiting,0.77,244
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Relationship Status,Married,1.67,"3,693"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Relationship Status,Single,0.89,"2,433"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Social Class,AB,0.45,560
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Social Class,C1,0.6,481
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Social Class,C2,0.73,467
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Demographics,Social Class,D,1.65,694
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Site Visitors,Automotive,,0.31,306
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Site Visitors,Education,,0.77,"1,093"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Site Visitors,Family & Parenting,,2.43,"1,077"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Site Visitors,Food & Drink,,0.74,"1,685"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Site Visitors,Health & Fitness,,2.1,"3,726"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Site Visitors,Hobbies & Interests,,0.68,"1,224"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Site Visitors,Home & Garden,,3.78,"3,468"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Site Visitors,"Law, Gov't and Politics",,4.26,"8,438"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Site Visitors,News,,0.42,225
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Site Visitors,Personal Finance,,1.13,900
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Site Visitors,Pets,,0.64,344
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Site Visitors,Real Estate,,0.93,315
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Site Visitors,Religion & Spirituality,,0.44,244
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Site Visitors,Science,,0.66,187
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Site Visitors,Shopping,,0.85,"2,502"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Site Visitors,Society,,0.79,438
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Site Visitors,Sports,,0.97,"1,653"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Site Visitors,Style & Fashion,,1.52,666
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Site Visitors,Technology & Computing,,0.57,"1,333"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Site Visitors,Travel,,7.97,"12,850"
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Content Sharers,Arts & Entertainment,,0.46,19
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Content Sharers,Business,,0.92,19
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Content Sharers,Education,,0.27,4
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Content Sharers,Food & Drink,,0.47,14
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Content Sharers,Health & Fitness,,2.42,40
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Content Sharers,Hobbies & Interests,,0.67,8
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Content Sharers,"Law, Gov't and Politics",,1.52,30
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Content Sharers,Shopping,,0.29,8
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Content Sharers,Technology & Computing,,0.24,4
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Content Sharers,Travel,,4.72,65
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Engagers,Arts & Entertainment,,0.14,93
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Engagers,Automotive,,0.19,18
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Engagers,Business,,0.24,85
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Engagers,Education,,0.24,61
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Engagers,Family & Parenting,,0.3,92
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Engagers,Food & Drink,,0.27,159
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Engagers,Health & Fitness,,0.91,275
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Engagers,Hobbies & Interests,,0.16,34
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Engagers,Home & Garden,,1.26,311
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Engagers,"Law, Gov't and Politics",,2.85,863
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Engagers,News,,0.15,10
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Engagers,Personal Finance,,0.79,76
ADV_COI_LawGovernment&Politics_UK_PHE_One You_Mobile Site_Your 5 A Day - 34790,Pixel-Firings,Engagers,Pets,,0.12,13
