Source Name,Source Type,Tier 1,Tier 2,Tier 3,Population Index,overlap_uniques
ADV_HSS Hire_Tech_AirCon_UK_Conversion Page_CP - 37600,Pixel-Firings,Site Visitors,News,,1.28,55
ADV_HSS Hire_Tech_AirCon_UK_Conversion Page_CP - 37600,Pixel-Firings,Site Visitors,Personal Finance,,2.63,168
ADV_HSS Hire_Tech_AirCon_UK_Conversion Page_CP - 37600,Pixel-Firings,Site Visitors,Pets,,0.88,38
ADV_HSS Hire_Tech_AirCon_UK_Conversion Page_CP - 37600,Pixel-Firings,Site Visitors,Real Estate,,2.57,70
ADV_HSS Hire_Tech_AirCon_UK_Conversion Page_CP - 37600,Pixel-Firings,Site Visitors,Religion & Spirituality,,0.85,38
ADV_HSS Hire_Tech_AirCon_UK_Conversion Page_CP - 37600,Pixel-Firings,Site Visitors,Science,,1.23,28
ADV_HSS Hire_Tech_AirCon_UK_Conversion Page_CP - 37600,Pixel-Firings,Site Visitors,Shopping,,1.5,356
ADV_HSS Hire_Tech_AirCon_UK_Conversion Page_CP - 37600,Pixel-Firings,Site Visitors,Society,,1.49,66
ADV_HSS Hire_Tech_AirCon_UK_Conversion Page_CP - 37600,Pixel-Firings,Site Visitors,Sports,,1.99,274
ADV_HSS Hire_Tech_AirCon_UK_Conversion Page_CP - 37600,Pixel-Firings,Site Visitors,Style & Fashion,,2.42,85
ADV_HSS Hire_Tech_AirCon_UK_Conversion Page_CP - 37600,Pixel-Firings,Site Visitors,Technology & Computing,,1.43,268
ADV_HSS Hire_Tech_AirCon_UK_Conversion Page_CP - 37600,Pixel-Firings,Site Visitors,Travel,,1.3,169
ADV_HSS Hire_Tech_AirCon_UK_Conversion Page_CP - 37600,Pixel-Firings,Engagers,Arts & Entertainment,,0.84,17
ADV_HSS Hire_Tech_AirCon_UK_Conversion Page_CP - 37600,Pixel-Firings,Engagers,Business,,1.97,21
ADV_HSS Hire_Tech_AirCon_UK_Conversion Page_CP - 37600,Pixel-Firings,Engagers,Food & Drink,,2.22,39
ADV_HSS Hire_Tech_AirCon_UK_Conversion Page_CP - 37600,Pixel-Firings,Engagers,Health & Fitness,,0.55,5
ADV_HSS Hire_Tech_AirCon_UK_Conversion Page_CP - 37600,Pixel-Firings,Engagers,"Law, Gov't and Politics",,0.43,4
ADV_HSS Hire_Tech_AirCon_UK_Conversion Page_CP - 37600,Pixel-Firings,Engagers,Shopping,,1.11,15
ADV_HSS Hire_Tech_AirCon_UK_Conversion Page_CP - 37600,Pixel-Firings,Engagers,Sports,,0.82,11
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Age,18 - 24,0.52,"2,380"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Age,25 - 34,2.06,"13,870"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Age,35 - 44,2.75,"13,956"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Age,45 - 54,2.67,"9,609"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Age,55 - 64,1.84,"6,009"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Age,65+,1.19,"5,650"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Education,> Other,1.99,"9,556"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Education,> Post Grad,0.99,"7,925"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Education,> Secondary,0.92,"4,346"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Education,> University,1.19,"9,700"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Education,> Vocational,2.97,"9,643"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Employment Status,Employed,2.2,"22,156"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Employment Status,Student,0.84,"8,931"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Employment Status,Unemployed,1.88,"3,186"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Gender,Female,0.89,"14,231"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Gender,Male,1.45,"23,421"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Relationship Status,Co-habiting,0.72,"1,296"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Relationship Status,Married,1.94,"24,201"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Relationship Status,Single,0.82,"12,732"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Social Class,AB,0.45,"3,198"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Social Class,C1,0.47,"2,132"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Social Class,C2,0.67,"2,420"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Social Class,D,1.29,"3,059"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Demographics,Social Class,E,2.61,80
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Site Visitors,Automotive,,1.14,"2,493"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Site Visitors,Education,,1.13,"3,541"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Site Visitors,Family & Parenting,,1.22,"1,195"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Site Visitors,Food & Drink,,1.16,"5,807"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Site Visitors,Health & Fitness,,1.87,"7,336"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Site Visitors,Hobbies & Interests,,1.32,"5,203"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Site Visitors,Home & Garden,,2.98,"6,040"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Site Visitors,"Law, Gov't and Politics",,0.87,"3,788"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Site Visitors,News,,1.07,"1,263"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Site Visitors,Personal Finance,,2.34,"4,121"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Site Visitors,Pets,,1.07,"1,263"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Site Visitors,Real Estate,,2.47,"1,849"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Site Visitors,Religion & Spirituality,,0.86,"1,067"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Site Visitors,Science,,1.27,797
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Site Visitors,Shopping,,1.38,"8,971"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Site Visitors,Society,,1.33,"1,616"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Site Visitors,Sports,,2.3,"8,714"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Site Visitors,Style & Fashion,,1.98,"1,907"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Site Visitors,Technology & Computing,,1.35,"6,987"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Site Visitors,Travel,,1.41,"5,028"
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Content Sharers,Arts & Entertainment,,0.64,57
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Content Sharers,Business,,1.53,68
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Content Sharers,Education,,0.37,12
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Content Sharers,Food & Drink,,0.72,46
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Content Sharers,Health & Fitness,,1.38,49
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Content Sharers,Hobbies & Interests,,1.01,26
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Content Sharers,Home & Garden,,2.71,37
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Content Sharers,"Law, Gov't and Politics",,0.42,18
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Content Sharers,Personal Finance,,2.55,34
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Content Sharers,Pets,,0.61,6
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Content Sharers,Religion & Spirituality,,0.38,7
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Content Sharers,Shopping,,0.78,47
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Content Sharers,Society,,0.6,6
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Content Sharers,Sports,,3.05,54
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Content Sharers,Technology & Computing,,1.09,40
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Content Sharers,Travel,,0.64,19
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Engagers,Arts & Entertainment,,0.73,391
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Engagers,Automotive,,1.24,95
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Engagers,Business,,1.66,466
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Engagers,Education,,0.54,109
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Engagers,Family & Parenting,,0.15,37
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Engagers,Food & Drink,,1.53,711
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Engagers,Health & Fitness,,0.8,194
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Engagers,Hobbies & Interests,,0.83,140
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Engagers,Home & Garden,,3.61,715
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Engagers,"Law, Gov't and Politics",,0.54,130
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Engagers,News,,0.84,45
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Engagers,Personal Finance,,2,153
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Engagers,Pets,,0.74,63
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Engagers,Real Estate,,1.71,90
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Engagers,Religion & Spirituality,,0.95,70
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Engagers,Science,,0.36,18
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Engagers,Shopping,,1.35,483
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Engagers,Society,,0.5,31
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Engagers,Sports,,1.4,495
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Engagers,Style & Fashion,,1.01,31
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Engagers,Technology & Computing,,0.6,130
ADV_HSS Hire_Tech_AirCon_UK_Homepage_HP - 37599,Pixel-Firings,Engagers,Travel,,0.81,155
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Age,18 - 24,0.56,"3,240"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Age,25 - 34,2.21,"18,816"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Age,35 - 44,2.88,"18,521"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Age,45 - 54,2.59,"11,811"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Age,55 - 64,1.89,"7,804"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Age,65+,1.24,"7,489"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Education,> Other,2.1,"12,783"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Education,> Post Grad,1.09,"11,041"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Education,> Secondary,0.92,"5,511"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Education,> University,1.27,"13,191"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Education,> Vocational,3.06,"12,554"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Employment Status,Employed,2.24,"28,641"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Employment Status,Student,0.87,"11,725"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Employment Status,Unemployed,2.12,"4,529"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Gender,Female,0.95,"19,291"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Gender,Male,1.43,"29,178"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Relationship Status,Co-habiting,0.89,"2,019"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Relationship Status,Married,1.96,"31,067"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Relationship Status,Single,0.82,"16,062"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Social Class,AB,0.49,"4,453"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Social Class,C1,0.52,"2,999"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Social Class,C2,0.78,"3,583"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Social Class,D,1.5,"4,510"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Demographics,Social Class,E,2.4,93
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Site Visitors,Automotive,,1.13,"3,408"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Site Visitors,Education,,1.05,"4,561"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Site Visitors,Family & Parenting,,1.3,"1,762"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Site Visitors,Food & Drink,,1.23,"8,559"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Site Visitors,Health & Fitness,,1.95,"10,628"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Site Visitors,Hobbies & Interests,,1.35,"7,392"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Site Visitors,Home & Garden,,3.13,"8,818"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Site Visitors,"Law, Gov't and Politics",,0.87,"5,289"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Site Visitors,News,,1,"1,639"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Site Visitors,Personal Finance,,2.2,"5,355"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Site Visitors,Pets,,1.06,"1,749"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Site Visitors,Real Estate,,2.46,"2,551"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Site Visitors,Religion & Spirituality,,0.83,"1,427"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Site Visitors,Science,,1.31,"1,142"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Site Visitors,Shopping,,1.41,"12,720"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Site Visitors,Society,,1.42,"2,393"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Site Visitors,Sports,,2.15,"11,276"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Site Visitors,Style & Fashion,,2.12,"2,832"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Site Visitors,Technology & Computing,,1.36,"9,725"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Site Visitors,Travel,,1.37,"6,792"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Content Sharers,Arts & Entertainment,,0.64,74
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Content Sharers,Business,,1.41,81
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Content Sharers,Education,,0.31,13
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Content Sharers,Family & Parenting,,0.67,7
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Content Sharers,Food & Drink,,0.71,59
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Content Sharers,Health & Fitness,,1.32,61
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Content Sharers,Hobbies & Interests,,1.23,41
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Content Sharers,Home & Garden,,2.65,47
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Content Sharers,"Law, Gov't and Politics",,0.22,12
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Content Sharers,Personal Finance,,2.6,45
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Content Sharers,Pets,,0.55,7
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Content Sharers,Religion & Spirituality,,0.21,5
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Content Sharers,Shopping,,0.74,58
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Content Sharers,Society,,0.69,9
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Content Sharers,Sports,,2.47,57
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Content Sharers,Technology & Computing,,1.09,52
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Content Sharers,Travel,,0.68,26
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Engagers,Arts & Entertainment,,0.68,550
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Engagers,Automotive,,1.09,128
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Engagers,Business,,1.68,722
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Engagers,Education,,0.42,131
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Engagers,Family & Parenting,,0.17,64
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Engagers,Food & Drink,,1.74,"1,233"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Engagers,Health & Fitness,,0.84,309
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Engagers,Hobbies & Interests,,0.86,222
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Engagers,Home & Garden,,3.82,"1,155"
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Engagers,"Law, Gov't and Politics",,0.44,163
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Engagers,News,,0.91,75
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Engagers,Personal Finance,,1.51,176
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Engagers,Pets,,0.8,103
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Engagers,Real Estate,,1.7,136
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Engagers,Religion & Spirituality,,0.81,91
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Engagers,Science,,0.52,40
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Engagers,Shopping,,1.33,726
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Engagers,Society,,0.43,40
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Engagers,Sports,,1.26,681
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Engagers,Style & Fashion,,1,47
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Engagers,Technology & Computing,,0.49,163
ADV_HSS Hire_Tech_AirCon_UK_Landing Page_LP - 37595,Pixel-Firings,Engagers,Travel,,0.66,193
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Age,18 - 24,0.66,377
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Age,25 - 34,1.65,"1,383"
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Age,35 - 44,1.82,"1,150"
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Age,45 - 54,2.34,"1,050"
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Age,55 - 64,1.48,602
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Age,65+,1.16,689
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Education,> Other,1.93,"1,152"
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Education,> Post Grad,0.84,837
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Education,> Secondary,0.88,518
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Education,> University,1.21,"1,231"
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Education,> Vocational,1.12,451
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Employment Status,Employed,1.98,"2,478"
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Employment Status,Student,0.89,"1,171"
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Employment Status,Unemployed,1.55,325
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Gender,Female,1.09,"2,156"
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Gender,Male,1.13,"2,270"
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Relationship Status,Co-habiting,0.7,156
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Relationship Status,Married,1.67,"2,600"
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Relationship Status,Single,0.81,"1,552"
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Social Class,AB,0.45,399
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Social Class,C1,0.43,245
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Social Class,C2,0.62,279
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Demographics,Social Class,D,1.31,386
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Site Visitors,Automotive,,0.83,322
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Site Visitors,Education,,1.65,921
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Site Visitors,Family & Parenting,,0.88,152
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Site Visitors,Food & Drink,,1.34,"1,192"
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Site Visitors,Health & Fitness,,1.34,931
ADV_Jockey Club_All Racecourses_Card Payment_LP - 38251,Pixel-Firings,Site Visitors,Hobbies & Interests,,2.33,"1,631"
